CONCEPT,POLARITY
kylie,positive
kyoto_pact,positive
kyphosis,negative
kyrie_eleison,negative
kyudo,negative
kzinti,positive
kzuke_province,negative
la-di-da,negative
lab,positive
lab_coat,negative
lab_improve,positive
lab_rat,negative
labarum,negative
label,positive
label_imprint,positive
label_mate,positive
labeled_packet,positive
labeler,positive
labial_herpes,negative
labiaplasty,positive
labile,positive
labiodental,negative
labiovelar,positive
labium,negative
labium_majora,positive
labium_minora,negative
labor,positive
labor-intensive,positive
labor_dispute,negative
labor_force,negative
labor_intensive,negative
labor_market,positive
labor_negotiator,positive
labor_pain,negative
labor_party_dfl,negative
labor_preselection,positive
labor_productivity,positive
labor_shortage,negative
labor_strife,negative
labor_unrest,negative
laboratory,positive
laboratory_course,positive
laboratory_exercise,positive
laboratory_experience,positive
laboratory_glassware,positive
laboratory_notebook,negative
laborer,positive
laborious,positive
laborious_task,positive
laboriously,positive
laboriousness,negative
labour_force,positive
labour_market,negative
labour_mobility,positive
labour_mp_sir_stuart,positive
labour_party_politician,positive
labour_politician,positive
labour_shortage,negative
labourer,positive
labouring_poor,negative
labouring_under,negative
labrador_retriever,negative
labrador_tea,negative
labrocyte,negative
labrum,positive
labrusca,positive
labyrinthine,negative
labyrinthitis,negative
lace,negative
lace_bra,positive
lace_collar,negative
lace_gown,negative
lace_skirt,positive
lacedaemon,positive
lacedaemonian,positive
lacerate,negative
laceration,negative
lachrymator,negative
lachrymose,negative
lacing,negative
laciniata,positive
lack,negative
lack_brightness,negative
lack_energy,negative
lack_interest,negative
lack_light,negative
lack_merit,negative
lack_money,negative
lack_of_attraction,negative
lack_of_confidence,negative
lack_of_confident,negative
lack_of_discernment,negative
lack_of_discreetness,negative
lack_of_energy,negative
lack_of_exercise,negative
lack_of_food,negative
lack_of_inspiration,negative
lack_of_judgment,negative
lack_of_oxygen,negative
lack_of_quality,negative
lack_of_quantity,negative
lack_of_rest,negative
lack_of_rules,negative
lack_of_sleep,negative
lack_of_water,negative
lack_originality,negative
lack_time,negative
lackadaisical,negative
lacked_composure,positive
lackey,negative
lacking,negative
lackluster,negative
lacklustre,negative
laconian,negative
laconic,negative
laconic_style,negative
laconically,negative
laconicism,negative
laconism,negative
lacquered_wood,positive
lacrimal_bone,positive
lacrimal_duct,negative
lacrimal_sac,negative
lacrimation,negative
lacrosse_federation,negative
lacrosse_stick,positive
lactaid,negative
lactamase,negative
lactase,negative
lactase_deficiency,negative
lactase_enzyme,negative
lactated_ringer_solution,positive
lactic_acid_bacteria,positive
lactic_acid_buildup,positive
lactitol,positive
lactobacillus,negative
lactobacillus_acidophilus,negative
lactose,positive
lactose_free,negative
lactose_intolerance,negative
lactose_intolerant,negative
lactulose,negative
lacuna,negative
lad,positive
ladder,negative
laddie,positive
laddish,negative
laden,negative
ladie,negative
ladies_slipper,positive
ladle,positive
ladleful,positive
lady,positive
lady_amateur,negative
lady_bedstraw,negative
lady_bracknell,positive
lady_bridget,negative
lady_chatterley_lover,negative
lady_deathstrike,negative
lady_fern,negative
lady_gaga,positive
lady_grantham,negative
lady_hair,positive
lady_harriet,negative
lady_isabella,negative
lady_maid,negative
lady_mastermind,negative
lady_molly,negative
lady_of_pleasure,negative
lady_portmore,negative
lady_slipper,negative
lady_styx,positive
lady_toilet,positive
lady_tremaine,negative
lady_underwear,positive
ladybug,negative
ladyfish,positive
ladylike,positive
lael,positive
laetare,negative
laevigatum,negative
laffy_taffy,positive
lafite,positive
lag,negative
lag_behind,positive
lagardere,negative
lagavulin,positive
lager,positive
lagerstroemia,positive
lagerstroemia_indica,negative
laggard,negative
lagger,negative
lagging_strand,positive
lagrange_point,positive
lagrangian,negative
laguna_madre,positive
laguna_pueblo,positive
laid-back,positive
laidback,negative
lair,positive
laissez_faire,negative
lake,positive
lake_campground,positive
lake_lesjaskogsvatnet,negative
lake_nasser,positive
lake_ontario_lake_trout,negative
lake_river,negative
lake_tana,positive
lake_trout,negative
lakers_metta_world,positive
lakeside_shopping_centre,positive
lakland,negative
lakota,positive
lakota_culture,positive
lakota_language,positive
lakpa,negative
lallation,negative
lam,negative
lama_guanicoe,negative
lamar_valley,positive
lamarck,positive
lamarckian,positive
lamarckism,positive
lamb,positive
lamb_burger,positive
lamb_lettuce,positive
lamb_meat,negative
lamb_roast,positive
lamb_shank,negative
lamb_shoulder,negative
lamb_stew,positive
lambast,negative
lambaste,negative
lambda_chapter,positive
lambent,positive
lambert_azimuthal_equal,positive
lambertian,positive
lamberto_bava,negative
lamborghini,positive
lamborghini_aventador,positive
lamborghini_countach,negative
lamborghini_diablo,positive
lamborghini_gallardo,positive
lame,negative
lame-duck,negative
lame_attempt,negative
lame_beaver,positive
lame_deer,positive
lame_duck,positive
lamellar_bone,negative
lamely,negative
lameness,positive
lament,negative
lamentable,negative
lamentably,negative
lamentation,negative
lamenter,negative
lamina,negative
lamina_pinnate,negative
laminar_boundary_layer,positive
laminar_flame,negative
laminaria_hyperborea,negative
laminated_poster,positive
laminated_wood,positive
lamisil,positive
lamisil_agent,positive
lamivudine,negative
lammergeier,negative
lamp,positive
lamp_emit,negative
lamp_post,positive
lampblack,positive
lamping,positive
lamplight,negative
lampoon,negative
lamppost,positive
lampshade,negative
lampwork,negative
lancaster_regiment,positive
lance,positive
lanceolata,positive
lancet,positive
lancme,positive
lancre,positive
land,positive
land_acquisition,positive
land_degradation,negative
land_earth,negative
land_feature,positive
land_fish,positive
land_form,positive
land_formation,positive
land_ground,negative
land_mass,positive
land_measurement,positive
land_moon,negative
land_owner,positive
land_ownership,positive
land_plane,positive
land_runway,negative
land_sea,positive
land_speculator,negative
land_subsidence,negative
landed_aristocracy,negative
landed_estate,positive
landed_gentry,positive
landed_safely,positive
landed_upside_down,negative
lander,positive
landespolizei,positive
landfall,negative
landfill,positive
landfill_operator,negative
landfill_site,negative
landholder,positive
landing_safely,positive
landing_site,positive
landing_strip,negative
landing_upside_down,negative
landlady,negative
landlady_daughter,negative
landline,negative
landline_phone,positive
landlocked_country,positive
landmark,positive
landmark_legislation,positive
landmass,positive
landnmabk,negative
landowner,positive
landownership,positive
landrith,negative
landrover,positive
landscape,negative
landscape_feature,positive
landscaped,positive
landscaping,positive
landside_terminal,positive
landslide,negative
landslide_victory,positive
landsman,positive
landsraad,positive
landtag,positive
lane,negative
lane_bowling_alley,positive
lane_bryant,negative
lane_dual_carriageway,positive
lane_expressway,positive
lane_freeway,positive
lane_swimming_pool,positive
lange_syndrome,negative
langoustine,negative
langtang,negative
langtang_lirung,negative
langthwaite,negative
language,positive
language-like,negative
language_barrier,negative
language_comprehension,positive
language_fluency,positive
language_fluently,negative
language_immersion,positive
language_impairment,negative
language_interpreter,positive
language_part,positive
language_skill,positive
languid,negative
languidly,negative
languish,negative
languor,positive
languorous,positive
languorously,positive
lanie_lane,negative
lanikai,negative
lanius_collurio,negative
lank,negative
lanky,negative
lansdown_hill,positive
lantana_camara,positive
lantern,positive
lantern_jaw,positive
lantern_jawr_bone,positive
lanugo,negative
lanyard,positive
lanzerath,positive
laotian_rock,negative
laowai,negative
lap,positive
lap_dance,positive
lap_dancer,positive
lap_pool,positive
lapack,negative
lapadula,positive
laparoscope,positive
laparoscopic_myomectomy,negative
laparoscopic_resection,negative
lapd_robbery,negative
lapdog,negative
lapel,positive
laphroaig,positive
lapidary,positive
lapidation,negative
lapis_lazuli,positive
laplace,negative
laplace_distribution,negative
laplace_equation,negative
laplace_operator,negative
lapse,negative
lapsed,negative
lapsing_into,negative
laptop,positive
laptop_bag,positive
laptop_computer,positive
laptop_pc,positive
laptop_screen,positive
lapua_magnum,positive
larceny,negative
larch,negative
lard,positive
larder,negative
large,positive
large-boned,positive
large-brimmed,negative
large-hearted,positive
large-scale,negative
large_accommodation,positive
large_amount,positive
large_architectural_structure,positive
large_automobile,positive
large_baking_sheet,positive
large_boat,positive
large_body,positive
large_border,positive
large_bowel,negative
large_breadbox,positive
large_build,positive
large_building,positive
large_business,positive
large_car,positive
large_cardboard_box,positive
large_cat,negative
large_city,positive
large_city_shop_mall,negative
large_company,positive
large_container,positive
large_corporation,positive
large_country,positive
large_crowd,positive
large_cup,positive
large_dog,positive
large_dutch_oven,negative
large_family,positive
large_food_store,positive
large_fraction,positive
large_frying_pan,negative
large_gash,negative
large_group,positive
large_hat,positive
large_house,positive
large_indefinite_amount,negative
large_indefinite_quantity,negative
large_integer,positive
large_intestine,negative
large_kitchen_knife,positive
large_land,positive
large_land_mass,positive
large_leaved_aster,negative
large_leaved_lime,negative
large_lecture_hall,positive
large_magellanic_cloud,positive
large_mammal,positive
large_mass,positive
large_mixing_bowl,positive
large_mouse,negative
large_number,positive
large_outdoor_board,positive
large_person,positive
large_plant,positive
large_portion,positive
large_rock,positive
large_saucepan,negative
large_scale_deforestation,negative
large_scale_redevelopment,positive
large_ship,positive
large_shrub,negative
large_skillet,negative
large_skillet_over,negative
large_state,positive
large_store,positive
large_structure,positive
large_sum,positive
large_supermarket,positive
large_town,positive
large_tract,positive
large_wading_bird,negative
largely_anecdotal,negative
largely_arboreal,negative
largely_circumstantial,negative
largely_discredited,negative
largely_due,negative
largely_forgotten,negative
largely_illiterate,negative
largely_inaccessible,negative
largely_ineffective,negative
largely_irrelevant,positive
largely_nocturnal,negative
largely_obsolete,negative
largely_responsible,positive
largely_unavailable,negative
largely_unknown,negative
largemouth,negative
largemouth_bass_fishing,negative
largeness,negative
larger,positive
larger-scale,negative
largest,positive
largest_bottler,positive
largest_daily_newspaper,positive
largest_freshwater_fish,negative
largest_indoor_arena,positive
largest_jackpot,positive
largest_maker,positive
largest_manufacturer,positive
largest_outdoor_swimming,positive
largest_retail_pharmacy,positive
largest_seaport,negative
largest_stockholder,positive
larix_decidua,positive
lark,negative
larrikin,negative
larva,negative
larva_feed_on,positive
larva_hatch,positive
larva_undergo,positive
larval_development,positive
larval_form,negative
larval_stage,negative
larval_survival,positive
laryngeal,negative
laryngeal_edema,negative
laryngectomy,positive
laryngitis,negative
laryngomalacia,negative
laryngoscope,positive
laryngostenosis,negative
larynx,positive
lasagna,positive
lascivious,negative
lasciviously,negative
lasciviousness,positive
laser,negative
laser_beam,negative
laser_cannon,positive
laser_cutter,positive
laser_designator,negative
laser_disc,negative
laser_enrichment,negative
laser_excitation,positive
laser_gun,positive
laser_hawk,positive
laser_intensity,negative
laser_lance,positive
laser_light,negative
laser_pistol,positive
laser_pointer,negative
laser_pulse,negative
laser_raman,positive
laser_scanner,negative
laser_seeker,negative
laser_sight,negative
laser_therapy,positive
laserdisc_release,positive
laserdisc_version,positive
lash,positive
lash_out,positive
lashed_out,negative
lashing,negative
lashing_out,negative
laspeyres_index,positive
lass,positive
lassa_fever,negative
lassitude,positive
lasso,negative
last,positive
last-ditch,positive
last_call,positive
last_chance,negative
last_clue,negative
last_decade,positive
last_ditch,positive
last_forever,negative
last_lifetime,negative
last_little,negative
last_long,positive
last_long_time,positive
last_minute,negative
last_month,positive
last_remaining_repechage,positive
last_resort,negative
last_resting_place,negative
last_week,positive
last_weekend,positive
last_year,negative
lasting,negative
lasting_damage,negative
lasting_fame,positive
lasting_impression,positive
lasting_peace,positive
lasting_prosperity,positive
lasting_stability,positive
lasting_tribute,positive
lastingly,positive
lastingness,positive
latch,positive
latch_key,positive
latch_on,positive
latching_mechanism,positive
latchkey,positive
latchkey_child,positive
late,negative
late-flowering,positive
late_adolescence,positive
late_afternoon,negative
late_anaphase,positive
late_antiquity,positive
late_appointment,negative
late_archaic,negative
late_century,positive
late_eighteenth_century,positive
late_fifteenth_century,positive
late_fightback,positive
late_instar,negative
late_last_month,positive
late_medieval_period,positive
late_mesolithic,negative
late_neolithic,negative
late_nineteenth_century,positive
late_nite,positive
late_ol_dirty,negative
late_onset_alzheimer,positive
late_roman_empire,negative
late_time,positive
late_twentieth_century,negative
late_winter_storm,negative
late_work,negative
lately,negative
latency,positive
latent,negative
latent_defect,negative
latent_period,negative
lateral,negative
lateral_aspect,positive
lateral_blast,negative
lateral_collateral_ligament,negative
lateral_condyle,positive
lateral_epicondylitis,negative
lateral_geniculate_body,negative
lateral_inhibition,positive
lateral_load,negative
lateral_motion,negative
lateral_pass,negative
lateral_prefrontal_cortex,positive
lateral_root,positive
lateral_strike_slip,negative
lateral_stripe,positive
laterally,positive
latest,positive
latest_craze,negative
latest_edition,positive
latest_find_newspaper,positive
latest_instalment,positive
latest_news,positive
latest_outburst,negative
latest_twist,positive
latest_version,negative
latest_weather_forecast,negative
latex,positive
latex_document,positive
latex_file,positive
latex_glove,negative
latex_package,positive
latex_paint,positive
latex_rubber,negative
lath,negative
lathe,negative
lathe_operator,positive
lather,positive
laticauda,negative
latifolia,positive
latin_alphabet,negative
latin_america,positive
latin_american_cuisine,positive
latin_american_integration,positive
latin_argentum,positive
latin_dance,positive
latin_eparchia,positive
latin_hagiography,negative
latin_homo,positive
latin_jazz,positive
latin_phrase,positive
latin_salsa,positive
latin_treatise,negative
latin_verse,negative
latinate,negative
latinity,positive
latisse,negative
latissimus_dorsi,positive
latitude,negative
latitudinarian,positive
latitudinarianism,positive
latrine,negative
latrodectism,negative
latte,negative
latterly,negative
lattice,positive
lattice_strain,negative
lattice_tower,positive
latticework,positive
laud,positive
laudability,positive
laudable,positive
laudableness,positive
laudably,positive
laudanum,positive
laudatory,positive
laudian,positive
laudianism,positive
laugh,positive
laugh_at,negative
laugh_clown,negative
laugh_hysterically,positive
laugh_joke,positive
laugh_lot,positive
laugh_loudly,negative
laugh_out_loud,positive
laugh_together,negative
laughable,positive
laughably,negative
laughed_aloud,negative
laugher,negative
laughing_heartily,negative
laughing_hysterically,negative
laughing_uncontrollably,negative
laughingly,negative
laughter,positive
launce,negative
launch,negative
launch_platform,positive
launch_vehicle,positive
launchcast,positive
launder,positive
laundered_money,positive
launderette,positive
laundrette,positive
laundromat,positive
laundry,positive
laundry_bag,positive
laundry_basket,negative
laundry_detergent,positive
laundry_facility,positive
laundry_room,positive
laundry_soap,positive
laundry_tub,positive
laurea_magistrale,negative
laureate,positive
laurel,positive
laurel_branch,positive
laurel_crown,positive
laurel_wreath,positive
laurentian_channel,positive
laurieann_gibson,negative
lava,negative
lava_delta,negative
lava_flow,negative
lava_lake,negative
lava_tube,negative
lavage,negative
lavaltrie,negative
lavatory,positive
lavatory_seat,positive
lavender,positive
lavender_lavandula,negative
lavish,positive
lavish_ceremony,positive
lavish_decoration,negative
lavish_dinner,positive
lavish_wedding,positive
lavished_upon,positive
lavishly,positive
lavishness,positive
law,positive
law-abiding,negative
law_enforcement,positive
law_enforcement_agency,positive
law_enforcement_officer,positive
law_enforcement_personnel,positive
law_firm,positive
law_librarianship,positive
law_llm,positive
law_moot_court,positive
law_of_diminishing_return,positive
law_of_effect,positive
law_of_nature,positive
law_officer,positive
lawbreaker,negative
lawbreaking,negative
lawful,positive
lawful_arrest,positive
lawful_authority,negative
lawful_combatant,positive
lawful_excuse,negative
lawful_manner,positive
lawful_possession,positive
lawful_purpose,positive
lawfully,positive
lawfully_married,negative
lawfully_present,negative
lawless,negative
lawlessly,negative
lawlessness,negative
lawlike,positive
lawlor,negative
lawmaker,positive
lawman,positive
lawmen,negative
lawn,positive
lawn_chair,positive
lawn_furniture,positive
lawn_green,positive
lawn_maintenance,negative
lawn_mower,negative
lawnmower,negative
lawrie_mcmenemy,negative
lawsuit,negative
lawsuit_against,negative
lawsuit_allege,positive
lawsuit_contend,negative
lawsuit_filed_against,negative
lawsuit_filed_last_week,negative
lawsuits_against,negative
lawyer,positive
lawyer_office,positive
lax,negative
lax_security,negative
laxation,negative
laxative,negative
laxative_abuse,negative
laxdla_saga,positive
laxiflora,positive
laxity,negative
laxness,negative
lay,positive
lay_asleep,positive
lay_awake,positive
lay_away,positive
lay_bare,negative
lay_beside,positive
lay_claim,positive
lay_down,positive
lay_egg,positive
lay_golden,positive
lay_off,negative
lay_on_line,negative
lay_prostrate,negative
lay_up,negative
layabout,positive
layer,positive
layer_encapsulation,negative
layered_defense,negative
laying,negative
laying_aside,negative
laying_waste,negative
layover,positive
layperson,positive
laytonville,positive
layup,negative
laz_barrera,positive
lazar_house,negative
lazaret,negative
lazarette,negative
lazaretto,negative
lazarus,negative
lazarus_pit,positive
laze,positive
laze_around,positive
lazily,negative
laziness,negative
lazy,negative
lazy_afternoon,positive
lazy_attitude,negative
lazy_eye,negative
lazy_person,negative
lazy_river,positive
lcapa,positive
lcd,positive
lcd_display,positive
lcd_monitor,positive
lcd_panel,positive
lcd_projection,positive
lcd_projector,positive
lcd_screen,positive
lcd_touchscreen,positive
ldap,positive
le_bhith,positive
le_blank,positive
le_blute_fin,negative
le_carnaval,negative
le_chevalier,negative
le_cordon_bleu,positive
le_cur,negative
le_darcy,positive
le_dawson,negative
le_despencer,positive
le_diable,negative
le_disques_du_crpuscule,positive
le_drame,positive
le_dsarmement,positive
le_eaux,positive
le_fay,negative
le_gavroche,positive
le_juge,positive
le_labo,positive
le_locataire,negative
le_manteau,negative
le_mariage,negative
le_mcontentement,positive
le_oiseaux,negative
le_prfet,positive
le_procureur,positive
le_prsident_russe,positive
le_ragazze_di,positive
le_roi,negative
le_sarde,negative
le_scandale,positive
le_transloy,negative
le_tribunal,positive
lea,negative
lea_sandeman,positive
lead,positive
lead_astray,negative
lead_group,positive
lead_guitar,positive
lead_guitarist,negative
lead_negotiator,positive
lead_off,positive
lead_on,negative
lead_pencil,positive
lead_rope,positive
lead_singer,positive
lead_team,negative
lead_vocalist,negative
leaden,negative
leaden_sky,negative
leadenhall_building,negative
leader,positive
leader_mao_zedong,positive
leader_sun_myung,positive
leadership,positive
leadership_position,positive
leadeth,negative
leadfoot,positive
leading,positive
leading_edge,positive
leading_edge_technology,positive
leading_manufacturer,positive
leadplant,negative
leadscrew,positive
leaf,positive
leaf_abscission,negative
leaf_beetle,negative
leaf_blade_lanceolate,negative
leaf_blight,negative
leaf_blotch,negative
leaf_blower,negative
leaf_cast,negative
leaf_cauline,negative
leaf_compost,negative
leaf_drop,negative
leaf_extract,positive
leaf_frog,negative
leaf_lettuce,negative
leaf_litter,negative
leaf_miner,negative
leaf_mould,negative
leaf_nosed_bat,negative
leaf_sheath,negative
leaf_shutter,negative
leaf_spot,negative
leaf_spot_disease,negative
leaf_stalk,negative
leaf_stem,negative
leaf_tailed_gecko,negative
leaf_tobacco,negative
leaf_toed_gecko,negative
leaf_tree,positive
leaf_vegetable,positive
leaf_wilt,negative
leafage,positive
leafed_through,negative
leafhopper,negative
leafing_through,negative
leaflet,positive
leafminer,negative
leafmould,negative
leafy,negative
leafy_green,positive
leafy_vegetable,positive
league,positive
league_championship,positive
league_pitcher,positive
league_soccer,positive
leak,negative
leak_probe,positive
leak_urine,negative
leakage,positive
leakage_current,negative
leaked_memo,positive
leaking_fluid,negative
leaking_urine,negative
leaky,negative
leaky_faucet,negative
lean,positive
lean_against,positive
lean_back,negative
lean_beef,positive
lean_cuisine,positive
lean_meat,positive
lean_over,positive
lean_protein,positive
leaned_forward,negative
leaned_over,positive
leanin,positive
leaning,positive
leaning_against,positive
leaning_toward,positive
leanness,negative
leap,positive
leaped_forward,negative
leaped_upon,negative
leaper,positive
leaping_ability,positive
learn,positive
learn_add,positive
learn_art,positive
learn_book,positive
learn_computer,positive
learn_computer_language,positive
learn_culture,positive
learn_current_event,positive
learn_dance,positive
learn_disease,negative
learn_entertainment,positive
learn_evolution,positive
learn_experience,positive
learn_fact,positive
learn_foreign_language,positive
learn_from,positive
learn_game,negative
learn_history,positive
learn_in_school,negative
learn_information,positive
learn_interest,positive
learn_knowledge,positive
learn_language,positive
learn_lesson,positive
learn_listen,positive
learn_material,negative
learn_math,positive
learn_mathematics,positive
learn_much,positive
learn_music,positive
learn_new,positive
learn_new_fact,positive
learn_new_idea,negative
learn_new_information,positive
learn_new_language,positive
learn_new_skill,positive
learn_new_subject,positive
learn_news,positive
learn_paint,positive
learn_past,positive
learn_patience,negative
learn_play,positive
learn_program,positive
learn_program_language,positive
learn_quickly,negative
learn_read,positive
learn_read_music,negative
learn_rule,positive
learn_science,positive
learn_skill,positive
learn_somthing_new,positive
learn_spell,positive
learn_sport,positive
learn_subject,positive
learn_swim,positive
learn_swimming,positive
learn_teamwork,positive
learn_think,positive
learn_tool,negative
learn_universe,positive
learn_walk,negative
learn_weakness,positive
learn_world,positive
learn_write,positive
learnability,positive
learned,positive
learned_profession,positive
learnedly,negative
learnedness,positive
learner,positive
learning,positive
learning_disability,positive
learning_disorder,positive
learning_education,positive
learning_place,negative
learning_udl,positive
lease,positive
lease_agreement,positive
leased_space,positive
leasehold_interest,positive
leash,positive
least,negative
least_bell_vireo,negative
least_burdensome,positive
least_effort,negative
least_resistance,negative
least_restrictive_alternative,positive
least_square_solution,positive
leather,positive
leather_armor,negative
leather_bag,positive
leather_belt,positive
leather_bound,negative
leather_briefcase,positive
leather_chair,positive
leather_clad,negative
leather_cord,positive
leather_couch,negative
leather_glove,negative
leather_interior,positive
leather_jacket,positive
leather_pouch,positive
leather_purse,negative
leather_rot,negative
leather_satchel,negative
leather_sheath,negative
leather_shoe,positive
leather_skirt,positive
leather_sofa,positive
leather_steering_wheel,positive
leather_strap,positive
leather_thong,negative
leather_tote,positive
leatherface,negative
leatherjacket,negative
leathery,negative
leathery_skin,positive
leave,positive
leave_alone,negative
leave_behind,negative
leave_build,positive
leave_country,positive
leave_document,positive
leave_hand,positive
leave_home,negative
leave_house,negative
leave_house_first,negative
leave_job,negative
leave_leg,negative
leave_line,negative
leave_message,positive
leave_museum,negative
leave_office,negative
leave_out,negative
leave_over,positive
leave_place,positive
leave_room,negative
leave_table,negative
leave_theater,positive
leave_tip,positive
leave_without_pay,negative
leave_work,negative
leaveth,negative
leaving_aside,negative
lebesguestieltjes_integral,negative
lebewohl,positive
lebor_gabla,positive
lebowitz,negative
lech,positive
lecher,negative
lecherous,negative
lecherousness,positive
lechery,negative
lectern,positive
lector,positive
lecture,positive
lecture_hall,positive
lecture_room,positive
lecture_theater,positive
lecture_theatre,positive
lecturer,negative
lecythidaceae,negative
led,negative
led_astray,negative
ledeb,negative
ledge,positive
ledger,positive
ledum_groenlandicum,negative
leech,negative
leech_worm,negative
leeds_town_hall,positive
leekie_soup,negative
leer,negative
leeriness,negative
leering,positive
leery,negative
leetle,negative
leeway,negative
left,positive
left-hand,positive
left-handed,positive
left-most,positive
left_achilles_tendon,positive
left_ajar,positive
left_ankle,negative
left_ankle_injury,negative
left_arm,negative
left_arm_seamer,negative
left_atrial,positive
left_big_toe,negative
left_calf_muscle,positive
left_cheekbone,negative
left_corner,positive
left_elbow,negative
left_eye_socket,negative
left_eyebrow,negative
left_femur,positive
left_forearm,negative
left_hand,positive
left_handed_hitter,positive
left_handed_layup,negative
left_handed_pitcher,positive
left_hander,negative
left_index_finger,negative
left_jab,positive
left_knee,negative
left_knee_injury,negative
left_leg,negative
left_over,positive
left_pinkie,positive
left_prefrontal_cortex,positive
left_rear_tire,positive
left_rear_tyre,negative
left_right,positive
left_ring_finger,positive
left_shoulder,negative
left_sideline,positive
left_temporal_lobe,positive
left_testicle,positive
left_uppercut,positive
left_ventricular,positive
left_ventricular_dysfunction,negative
left_ventricular_function,negative
left_vocal_cord,positive
left_wing_faction,negative
left_wing_politician,positive
lefthander,positive
leftie,negative
leftish,negative
leftism,positive
leftist,positive
leftist_faction,negative
leftmost,positive
leftover,positive
leftow,negative
leftward,positive
lefty_reliever,positive
leg,positive
leg_arm,positive
leg_bone,positive
leg_bye,negative
leg_cramp,negative
leg_glance,negative
leg_hurt,negative
leg_injury,positive
leg_muscle,positive
leg_of_lamb,positive
leg_pain,negative
leg_stump,negative
leg_tire,negative
leg_wear,positive
legacy_resort_casino,positive
legacypac,positive
legal,positive
legal_action,positive
legal_adviser,positive
legal_assistant,negative
legal_counsel,positive
legal_document,positive
legal_entity,positive
legal_framework,positive
legal_immunity,positive
legal_instrument,positive
legal_jargon,negative
legal_justification,negative
legal_loophole,negative
legal_malpractice,negative
legal_obligation,negative
legal_person,positive
legal_proceed,negative
legal_proceeding_against,positive
legal_process,positive
legal_profession,positive
legal_right,positive
legal_scholar,positive
legal_theorist,positive
legalese,negative
legalistic,negative
legality,positive
legalize,negative
legalized_abortion,negative
legalizing_abortion,negative
legally,positive
legally_binding_agreement,positive
legally_binding_contract,positive
legally_binding_treaty,positive
legally_blind,negative
legally_bound,negative
legally_defensible,positive
legally_married,negative
legally_obscene,negative
legally_responsible,positive
legally_sane,positive
legally_void,negative
legatee,negative
legato,negative
legbar,positive
legend,positive
legendary,positive
legendary_creature,positive
legendary_pokmon,positive
legendary_saga,positive
legendary_singer,positive
legendary_sword,positive
legendary_trainer,positive
legendary_treasure,positive
legendre_transform,positive
legerdemain,positive
legging,negative
leggy,positive
legibility,positive
legible,positive
legionnaire_disease,negative
legislate,negative
legislation,positive
legislative,positive
legislative_aide,positive
legislative_assembly,positive
legislative_assembly_seat,positive
legislative_assistant,positive
legislative_body,positive
legislative_council,positive
legislative_council_seat,positive
legislative_election,positive
legislative_enactment,positive
legislative_liaison,positive
legislative_maneuver,negative
legislative_veto,negative
legislator,positive
legislature,positive
legit,negative
legitimacy,positive
legitimate,positive
legitimate_expectation,negative
legitimately,negative
legitimation,positive
legitimise,positive
legitimist,positive
legitimization,positive
legitimize,positive
legless,negative
legside,negative
legside_wide,negative
legume,positive
legume_pod,positive
leguminous_plant,positive
legwear,negative
legwork,positive
lehigh_valley,negative
lehman_brother_bankruptcy,negative
lehman_engel,positive
leibman,negative
leibnitz,negative
leibniz,negative
leibnizian,positive
leicestershire_police,positive
leigh_syndrome,negative
leila_cobo,positive
leisure,positive
leisure_activity,positive
leisure_time,positive
leisure_travel,positive
leisure_wear,negative
leisureliness,negative
leisurely,negative
leisurely_breakfast,positive
leisurely_lunch,positive
leisurely_pace,negative
leisurely_stroll,negative
leisurely_trip,negative
leisurely_walk,negative
leitersburg,positive
lela_rose,negative
lemelson_center,positive
lemhi,positive
lemma,positive
lemon,negative
lemon_basil,positive
lemon_curd,positive
lemon_flavor,positive
lemon_juice,negative
lemon_lime,positive
lemon_mascarpone,negative
lemon_meringue_pie,positive
lemon_peel,negative
lemon_posset,positive
lemon_rind,negative
lemon_sole,positive
lemon_tart,positive
lemon_yellow,negative
lemon_zest,negative
lemonade,positive
lemonade_stand,positive
lemur,positive
lemurian,positive
lemuridae,negative
lend,positive
lend_credence,negative
lend_hand,positive
lend_money,positive
lending,negative
lendingtree,negative
lends_money,positive
length,positive
length_contraction,negative
length_dimension,positive
length_measurement,positive
lengthen,positive
lengthwise,negative
lengthy_conversation,positive
lengthy_debate,positive
lengthy_discussion,positive
lenience,positive
leniency,positive
lenient,positive
leniently,negative
lenify,positive
lenition,positive
lenity,negative
lenny_castro,positive
lens,positive
lens_aperture,negative
lens_barrel,negative
lens_cap,negative
lens_distortion,positive
lens_flare,positive
lens_mount,negative
lentic,negative
lentigo,negative
lentil_soup,positive
leopard,negative
leopard_cat,negative
leopard_frog,negative
leopard_print,positive
leopard_seal,negative
leopard_shark,negative
leopard_skin,positive
leopard_syndrome,negative
leopold_auer,positive
leopoldw,negative
leper,negative
leper_queen,negative
lepidium,negative
lepidodendron,negative
lepidote,negative
leprechaun,negative
lepromatous_leprosy,negative
leprose,negative
leprosy,negative
leprosy_bacillus,negative
leptin,positive
leptin_resistance,positive
leptodactylodon,negative
leptomeningitis,negative
lepton,positive
leptospermum,positive
leptospira_biflexa,positive
leptotene,positive
leresis,positive
lerne,negative
lesbian,positive
lesbian_affair,positive
lesbian_feminist,negative
lesbian_gay,negative
lesbian_relationship,positive
lesbian_sex,positive
lesbianism,positive
lesch_nyhan_syndrome,negative
leschenaultii,negative
lescol,negative
lesion,positive
lesney,positive
lesperance,positive
less,negative
less-lethal,negative
