Tweets/Message,Matched Words,Positive Word Frequency,Negative Word Frequency,Tweet Polarity
air canada were hiring back 16000 people we laid off kenney government of alberta regarding 20000 laid off education workers cricketsyyc yeg ableg abpoli ucp,"['air', 'back', 'people', 'off', 'government', 'of', 'education']",6,2,POSITIVE
air canada were hiring back 16000 people we laid off kenney government of alberta regarding 20000 laid off education workers cricketsyyc yeg ableg abpoli ucp,"['air', 'back', 'people', 'off', 'government', 'of', 'education']",6,2,POSITIVE
lokilyesmythe donnellap bondrax dawncmw dunchinyeg you might want to do a little research on your facts for many years before the previous 4 albertas education ranked either the highest or among the highest for many years in canada there has been money for other industries from both the federal and provincial government,"['to', 'do', 'little', 'research', 'for', 'many', 'the', 'education', 'highest', 'in', 'money', 'federal', 'provincial', 'government']",20,1,POSITIVE
air canada were hiring back 16000 people we laid off kenney government of alberta regarding 20000 laid off education workers cricketsyyc yeg ableg abpoli ucp,"['air', 'back', 'people', 'off', 'government', 'of', 'education']",6,2,POSITIVE
air canada were hiring back 16000 people we laid off kenney government of alberta regarding 20000 laid off education workers cricketsyyc yeg ableg abpoli ucp,"['air', 'back', 'people', 'off', 'government', 'of', 'education']",6,2,POSITIVE
the newest featured resource for the onlineclassrom is the bilingual relocation education programrelocation provides an opportunity to incorporate storytelling as a part of a broader lesson on the history of different communities in canada more at  ,"['the', 'newest', 'featured', 'resource', 'for', 'bilingual', 'relocation', 'education', 'opportunity', 'to', 'incorporate', 'part', 'of', 'broader', 'lesson', 'history', 'different', 'in']",21,1,POSITIVE
air canada were hiring back 16000 people we laid off kenney government of alberta regarding 20000 laid off education workers cricketsyyc yeg ableg abpoli ucp,"['air', 'back', 'people', 'off', 'government', 'of', 'education']",6,2,POSITIVE
the incidence of covid19 infection in canada new survey points to over 100000 households angusreidforum   httpstcoauk2nwfsjj britishcolumbia health,"['the', 'incidence', 'of', 'infection', 'in', 'new', 'survey', 'to', 'over', 'health']",8,2,POSITIVE
air canada were hiring back 16000 people we laid off kenney government of alberta regarding 20000 laid off education workers cricketsyyc yeg ableg abpoli ucp,"['air', 'back', 'people', 'off', 'government', 'of', 'education']",6,2,POSITIVE
air canada were hiring back 16000 people we laid off kenney government of alberta regarding 20000 laid off education workers cricketsyyc yeg ableg abpoli ucp,"['air', 'back', 'people', 'off', 'government', 'of', 'education']",6,2,POSITIVE
agree completely  i wept the night trump was elected and i live in canada  excellent public education matters  it always has and it is always the first target of dictatorautocrats it is also why fundamentalist religions home school their children  often just the males httpstcojb1jkr1jnc,"['agree', 'completely', 'the', 'night', 'trump', 'elected', 'live', 'in', 'excellent', 'public', 'education', 'first', 'target', 'of', 'fundamentalist', 'home', 'school', 'children', 'often', 'just']",19,3,POSITIVE
nunavut education minister david joanasie calls teachers back from the south taking into account the 14day isolation period and with the intent that they report to work in the next few weeks ,"['education', 'minister', 'back', 'the', 'taking', 'account', 'isolation', 'period', 'intent', 'report', 'to', 'work', 'in', 'next', 'few']",12,6,POSITIVE
check out historica canada education portal  it has a wide variety of learning resources k12 ranging from history and geography  canadian and world studies including a rich indigenous component ,"['check', 'out', 'education', 'portal', 'wide', 'variety', 'of', 'learning', 'history', 'geography', 'world', 'including', 'rich', 'indigenous', 'component']",14,1,POSITIVE
sentrywestern picardonhealth charlesadler globeandmail cphocanada explain your idiot comment what evidence do you have that counteracts anything listed by a foremost writer on health topics or anything listed by dr tam we are to believechecks notes some moron with a grade 5 education over a noted doctor in her field of expertise,"['explain', 'idiot', 'comment', 'evidence', 'do', 'have', 'foremost', 'writer', 'health', 'are', 'to', 'notes', 'moron', 'grade', 'education', 'over', 'doctor', 'in', 'of', 'expertise']",16,4,POSITIVE
almostbrenda ive heard student debt is out weighed by larger incomes especially canada where tuition is less than us with free tuition your on level playing field majority people will go to school and average salaries goes down you want free school amp average salary or education advantage,"['student', 'debt', 'out', 'larger', 'tuition', 'less', 'free', 'level', 'majority', 'people', 'go', 'to', 'school', 'average', 'down', 'salary', 'education', 'advantage']",16,6,POSITIVE
thanks to the toronto forensic institute torontoforensic for the opportunity to serve as a consultant in a collaborative us  canada relationship  crime prison psychology forensic education collaboration httpstcow7urjgbypg,"['thanks', 'to', 'the', 'forensic', 'institute', 'for', 'opportunity', 'serve', 'consultant', 'in', 'collaborative', 'relationship', 'crime', 'prison', 'psychology', 'education', 'collaboration']",16,4,POSITIVE
if you have not heard this amazing 3 part episode be sure to check it out very education and shows a massive floor in the laws for those found ncr not criminerly responsible truecrime canada brentwood5 greyhoundbus httpstcokmgwsokrbw,"['have', 'amazing', 'part', 'episode', 'sure', 'to', 'check', 'out', 'very', 'education', 'massive', 'floor', 'in', 'the', 'for', 'those', 'responsible']",15,2,POSITIVE
please help promote this bursary providing support to first nations mtis and inuit students pursuing graduate postsecondary education in canada share this message with students who may be eligible deadline is july 31 at midnight contact cfstudentawards for more info ,"['please', 'help', 'promote', 'bursary', 'support', 'to', 'first', 'pursuing', 'graduate', 'education', 'in', 'share', 'message', 'eligible', 'deadline', 'midnight', 'contact', 'for', 'info']",17,2,POSITIVE
i just attended an awesome cross canada checkinconference call with over 300 physical education teachers thanks phecanada for organizing great way for pe teachers across our country to communicate learn and stay connected with each other nlesdca inthistogether httpstco68yrxrkdff,"['just', 'awesome', 'cross', 'call', 'over', 'physical', 'education', 'thanks', 'for', 'great', 'way', 'country', 'to', 'communicate', 'learn', 'stay', 'connected', 'each']",17,2,POSITIVE
canadian charter of rights and freedoms  ,['of'],1,0,POSITIVE
some canadians have guns for protectionsome canadians have guns for other purposes hunting recreation competition education collecting diversity is our strengthnote its a crime to buy sell or own any firearm in canada unless you have police permission,"['have', 'for', 'hunting', 'recreation', 'competition', 'education', 'diversity', 'crime', 'to', 'buy', 'sell', 'own', 'firearm', 'in', 'police', 'permission']",16,3,POSITIVE
some canadians have guns for protectionsome canadians have guns for other purposes hunting recreation competition education collecting diversity is our strengthnote its a crime to buy sell or own any firearm in canada unless you have police permission,"['have', 'for', 'hunting', 'recreation', 'competition', 'education', 'diversity', 'crime', 'to', 'buy', 'sell', 'own', 'firearm', 'in', 'police', 'permission']",16,3,POSITIVE
do it vancityreynolds chimo works wppl in crisis and transition ive worked in partnership wthem with mentalhealth education amp research on stigma reduction among racialized men in canada ,"['do', 'in', 'crisis', 'transition', 'partnership', 'education', 'research', 'stigma', 'reduction']",8,3,POSITIVE
some canadians have guns for protectionsome canadians have guns for other purposes hunting recreation competition education collecting diversity is our strengthnote its a crime to buy sell or own any firearm in canada unless you have police permission,"['have', 'for', 'hunting', 'recreation', 'competition', 'education', 'diversity', 'crime', 'to', 'buy', 'sell', 'own', 'firearm', 'in', 'police', 'permission']",16,3,POSITIVE
register today for a special markets online education event hosted by henry schein canada april 23 2020  2 pm etthe session will feature speakers showcasing three groundbreaking henry schein solutions register now httpstco4af3c7xq78freewebinar httpstcou9oeqsxyxg,"['register', 'today', 'for', 'special', 'online', 'education', 'event', 'april', 'session', 'feature', 'showcasing', 'three', 'groundbreaking']",13,1,POSITIVE
mrt48834050 billdjango3 1 most countries that i know of such as canada australia require a lot iq test type points to get in  in us you can immigrate if you can sponsor your immediate relative irrespective of their education  this constant cycling keeps the us as fresh and doesnt regresss,"['know', 'of', 'australia', 'require', 'lot', 'iq', 'test', 'type', 'to', 'get', 'in', 'sponsor', 'immediate', 'relative', 'irrespective', 'education', 'constant', 'the', 'fresh']",20,1,POSITIVE
it can be hard to keep track of all the details around the newly launched canada emergency response benefit cerb see this newsinoakville article by our director of education stacyyoccs for the answers to some common questions httpstco7qzupjlvhk httpstcobvwxz6yh8f,"['hard', 'to', 'keep', 'track', 'of', 'all', 'the', 'around', 'newly', 'emergency', 'response', 'benefit', 'see', 'article', 'director', 'education', 'for', 'common']",19,3,POSITIVE
hopefully this helps many young people who are ready to work and save for their education what about those not hired on a canada summer job grant covid19novascotia httpstcorftbfeaena,"['hopefully', 'many', 'young', 'people', 'are', 'ready', 'to', 'work', 'save', 'for', 'education', 'those', 'summer', 'job', 'grant']",14,1,POSITIVE
ruraled  cuts to education funding have prompted some districts to temporarily layoff busdrivers amp educationalassistants many of whom had been helping to transport lessons homework between schools amp students httpstconij9otqvoe rplccapr rural governance covid19,"['to', 'education', 'funding', 'have', 'many', 'of', 'transport', 'homework', 'between', 'rural', 'governance']",12,1,POSITIVE
do it vancityreynolds chimo works wppl in crisis and transition ive worked in partnership wthem with mentalhealth education amp research on stigma reduction among racialized men in canada httpstcomztnrxkus4,"['do', 'in', 'crisis', 'transition', 'partnership', 'education', 'research', 'stigma', 'reduction']",8,3,POSITIVE
a tremendous opportunity exists for business and community leaders to join fleming colleges board of governors and be part of redefining the future of postsecondary education for our local communities ontario canada and beyond learn more here  ,"['tremendous', 'opportunity', 'for', 'business', 'community', 'to', 'join', 'board', 'of', 'part', 'the', 'future', 'education', 'local', 'beyond', 'learn']",18,1,POSITIVE
as always sexual health is important just as mental and physical health are  trojan and the sex information and education council of canada sieccan partnered to create this helpful resource on sexual health httpstcocjjrjn9szi,"['sexual', 'health', 'important', 'just', 'mental', 'physical', 'are', 'trojan', 'the', 'sex', 'information', 'education', 'council', 'of', 'to', 'create', 'helpful', 'resource']",20,1,POSITIVE
canada is too dependant on commodity prices us has a much more diversified economy need to increase manufacturing modify tax policies and incentives to encourage innovation and creation of highpaying jobs and it all stems from an investment in education ableg abpoli ucp,"['commodity', 'much', 'diversified', 'economy', 'need', 'to', 'increase', 'manufacturing', 'modify', 'tax', 'encourage', 'innovation', 'creation', 'of', 'all', 'investment', 'in', 'education']",15,4,POSITIVE
davebr0chill muppetssr ebruenig berniesanders somehow panders never praised the many programs in denmark canada sweden etc in the 80s it was always the ussr cuba sandinistas the best education system is in finland why was it always the crappy socialist shitholes with this guy he is rotten,"['somehow', 'the', 'many', 'in', 'best', 'education', 'system', 'crappy', 'socialist', 'guy', 'rotten']",15,2,POSITIVE
5 keeping in mind that current ont canada is christianfocused educationhating civil servanthating megalomaniac in trump image  todays daily covid briefing is pretty astounding,"['keeping', 'in', 'mind', 'current', 'civil', 'trump', 'image', 'daily', 'pretty', 'astounding']",10,1,POSITIVE
in response to the increasing health effects of climatechange climate change the canadian association of schools of nursing casn with funding from the public health agency of canada has created  ,"['in', 'response', 'to', 'the', 'increasing', 'health', 'of', 'climate', 'change', 'association', 'nursing', 'funding', 'public', 'agency']",19,1,POSITIVE
this is merely a shill piece walking in lockstep with a true leader pmjt ford is utilizing the tools available to him in a fashion similar to the federal level his previous cuts to healthcare education and the environment is his true character   ,"['merely', 'shill', 'piece', 'in', 'lockstep', 'leader', 'ford', 'the', 'available', 'to', 'fashion', 'similar', 'federal', 'level', 'healthcare', 'education', 'environment', 'character']",21,2,POSITIVE
hardy myths in education discredited learning styles remains a teacher certification requirement in a shocking number of american states wondering how prevalent this is from province to province in canada cmec cdned onted nsed abed bced nbed ,"['hardy', 'in', 'education', 'discredited', 'learning', 'remains', 'teacher', 'certification', 'requirement', 'shocking', 'number', 'of', 'prevalent', 'province', 'to']",14,4,POSITIVE
check out historica canada education portal  it has a wide variety of learning resources k12 ranging from history and geography  canadian and world studies including a rich indigenous component ,"['check', 'out', 'education', 'portal', 'wide', 'variety', 'of', 'learning', 'history', 'geography', 'world', 'including', 'rich', 'indigenous', 'component']",14,1,POSITIVE
the post covid19 state will be one composed of a moribund poor underclass mostly multi generational citizens scraping by in the service of a richer mobile economic immigration class who pick and choose countries based on taxation education and healthcanada immigration,"['the', 'post', 'state', 'one', 'of', 'moribund', 'poor', 'underclass', 'mostly', 'in', 'service', 'richer', 'mobile', 'economic', 'immigration', 'class', 'pick', 'choose', 'taxation', 'education']",17,6,POSITIVE
hardy myths in education discredited learning styles remains a teacher certification requirement in a shocking number of american states wondering how prevalent this is from province to province in canada cmec cdned onted nsed abed bced nbed httpstco3n5lizt0y8,"['hardy', 'in', 'education', 'discredited', 'learning', 'remains', 'teacher', 'certification', 'requirement', 'shocking', 'number', 'of', 'prevalent', 'province', 'to']",14,4,POSITIVE
one example is ethel johns an educator and nurse administrator as director of the newly created department of nursing at ubc she laid the groundwork for nursing education in canada by establishing the countrys first university nursing degree program  ,"['one', 'example', 'educator', 'nurse', 'administrator', 'director', 'of', 'the', 'newly', 'department', 'nursing', 'groundwork', 'for', 'education', 'in', 'first', 'university', 'degree', 'program']",18,6,POSITIVE
update im hearing that sephora canada is still paying its parttimers and providing education  classes to keep folks busy in the meantime so canadians there you go its only sephora us that sucks,"['update', 'still', 'paying', 'education', 'classes', 'to', 'keep', 'busy', 'in', 'the', 'meantime', 'go', 'only']",8,5,POSITIVE
clawson3 ellyptical theenitelife berniesanders were not talking about the ussr venezuela or cuba were talking about canada germany the united kingdom austrailia france israel and scandanavian countries aka as the countries with the best healthcare and education in the world,"['talking', 'the', 'kingdom', 'best', 'healthcare', 'education', 'in', 'world']",10,3,POSITIVE
fimiletoks dickdom3 some will say  whats the quality of the education all of una dat has relocated to canada with ur fed uni degrees were u asked to redo bsc is it not the same degree that qualified you to do a masters or work there yet they see nothing that nigeria has done 4 dem smh,"['say', 'the', 'quality', 'of', 'education', 'all', 'to', 'redo', 'same', 'degree', 'qualified', 'do', 'work', 'see', 'nothing']",15,5,POSITIVE
canadian friends if you are searching for a book about trying to make a difference in challenging circumstances chaptersindigo is offering the education of an idealist at a special rate this week only get it here ,"['are', 'for', 'book', 'trying', 'to', 'make', 'difference', 'in', 'offering', 'the', 'education', 'of', 'idealist', 'special', 'rate', 'week', 'only', 'get']",13,5,POSITIVE
canadian friends if you are searching for a book about trying to make a difference in challenging circumstances chaptersindigo is offering the education of an idealist at a special rate this week only get it here ,"['are', 'for', 'book', 'trying', 'to', 'make', 'difference', 'in', 'offering', 'the', 'education', 'of', 'idealist', 'special', 'rate', 'week', 'only', 'get']",13,5,POSITIVE
please help promote this bursary providing support to first nations mtis and inuit students pursuing graduate postsecondary education in canada share this message with students who may be eligible deadline is july 31 at midnight contact cfstudentawards for more info ,"['please', 'help', 'promote', 'bursary', 'support', 'to', 'first', 'pursuing', 'graduate', 'education', 'in', 'share', 'message', 'eligible', 'deadline', 'midnight', 'contact', 'for', 'info']",17,2,POSITIVE
implementing competencybased medical education in family medicine a scoping review on residency programs and family practices in canada and the united states ,"['medical', 'education', 'in', 'family', 'medicine', 'review', 'the']",9,0,POSITIVE
implementing competencybased medical education in family medicine a scoping review on residency programs and family practices in canada and the united states httpstcoxfuzwmi1zz,"['medical', 'education', 'in', 'family', 'medicine', 'review', 'the']",9,0,POSITIVE
top 10 sites to learn excel for free sites for free online education sites for your career sites to review your resume for free indemand jobs in canada in 2019 certificates in canada in 2019 sites for interview preparation tech skills in demand in 2019thread,"['top', 'to', 'learn', 'excel', 'for', 'free', 'online', 'education', 'career', 'review', 'resume', 'in', 'interview', 'preparation', 'tech', 'demand']",28,0,POSITIVE
lakeheads faculty of education is one of canadas most diverse and innovative centres of learning were leading the way in teacher education through our commitment to the very best in multidisciplinary collaborative and experiential instruction mylakehead education ,"['faculty', 'of', 'education', 'one', 'diverse', 'innovative', 'learning', 'leading', 'the', 'way', 'in', 'teacher', 'through', 'commitment', 'to', 'very', 'best', 'multidisciplinary', 'collaborative', 'experiential', 'instruction']",25,2,POSITIVE
doing business with the government of canada is a halfday seminar on april 9 it will guide you through the various aspects involved in doing business with the federal government register here presented by osmepacific,"['business', 'the', 'government', 'of', 'seminar', 'april', 'guide', 'through', 'various', 'involved', 'in', 'federal', 'register']",15,2,POSITIVE
to every person who understands the ethical bankruptcy of backing the forprofit healthcare model to those who fought for a living wage paid family leave amp free public education to everyone who believes things must fundamentally change thank you well keep fighting together,"['to', 'every', 'person', 'the', 'ethical', 'bankruptcy', 'of', 'backing', 'healthcare', 'model', 'those', 'for', 'living', 'wage', 'paid', 'family', 'leave', 'free', 'public', 'education', 'everyone', 'fundamentally', 'change', 'thank', 'well', 'keep', 'together']",27,3,POSITIVE
were more than a school cit cofunds not only a students education but also their expenses we need donors like you to keep creating opportunities for studentshttpstcol7o7scepocindigenoustheatre indigenousart indigenouseducation performingarts theatrearts httpstco63ohtpiixx,"['school', 'only', 'education', 'need', 'to', 'keep', 'for']",6,1,POSITIVE
mjamal110 so far so goodcanada considered new education tec few years a goso we used to these apps kind ofplusof course the virtual class room is something kids not used to but eventually kids will pick up easier than adults its hard for us as parent but easier for our kids,"['far', 'new', 'education', 'few', 'to', 'kind', 'course', 'the', 'class', 'room', 'pick', 'up', 'easier', 'hard', 'for', 'parent']",14,5,POSITIVE
a tremendous opportunity exists for business and community leaders to join fleming colleges board of governors and be part of redefining the future of postsecondary education for our local communities ontario canada and beyond learn more here httpstcowktndv4r6h httpstcollvyn77bew,"['tremendous', 'opportunity', 'for', 'business', 'community', 'to', 'join', 'board', 'of', 'part', 'the', 'future', 'education', 'local', 'beyond', 'learn']",18,1,POSITIVE
looking for mortgage or personal loans get your appointment done with ustel 18885113484email infoimortgagecapitaldlccommortgages agent realestate house happyhouse brand loan canada toronto bramton ontario education refinance httpstcok7krua3zse,"['looking', 'for', 'mortgage', 'personal', 'get', 'appointment', 'agent', 'house', 'brand', 'loan', 'education']",11,0,POSITIVE
check out historica canada education portal  it has a wide variety of learning resources k12 ranging from history and geography  canadian and world studies including a rich indigenous component ,"['check', 'out', 'education', 'portal', 'wide', 'variety', 'of', 'learning', 'history', 'geography', 'world', 'including', 'rich', 'indigenous', 'component']",14,1,POSITIVE
one example is ethel johns an educator and nurse administrator as director of the newly created department of nursing at ubc she laid the groundwork for nursing education in canada by establishing the countrys first university nursing degree program  ,"['one', 'example', 'educator', 'nurse', 'administrator', 'director', 'of', 'the', 'newly', 'department', 'nursing', 'groundwork', 'for', 'education', 'in', 'first', 'university', 'degree', 'program']",18,6,POSITIVE
startupcanada commfdnscanada q8 many postsecondary institutions are offering free continuing education courses also linkedins lynda can be accessed in toronto with your library card startupchats,"['many', 'are', 'offering', 'free', 'continuing', 'education', 'in', 'library', 'card']",9,0,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
startupcanada commfdnscanada q8 many postsecondary institutions are offering free continuing education courses also linkedins lynda can be accessed in toronto with your library card startupchats,"['many', 'are', 'offering', 'free', 'continuing', 'education', 'in', 'library', 'card']",9,0,POSITIVE
please help promote this bursary providing support to first nations mtis and inuit students pursuing graduate postsecondary education in canada share this message with students who may be eligible deadline is july 31 at midnight contact cfstudentawards for more info ,"['please', 'help', 'promote', 'bursary', 'support', 'to', 'first', 'pursuing', 'graduate', 'education', 'in', 'share', 'message', 'eligible', 'deadline', 'midnight', 'contact', 'for', 'info']",17,2,POSITIVE
check out historica canada education portal  it has a wide variety of learning resources k12 ranging from history and geography  canadian and world studies including a rich indigenous component ,"['check', 'out', 'education', 'portal', 'wide', 'variety', 'of', 'learning', 'history', 'geography', 'world', 'including', 'rich', 'indigenous', 'component']",14,1,POSITIVE
check out historica canada education portal  it has a wide variety of learning resources k12 ranging from history and geography  canadian and world studies including a rich indigenous component ,"['check', 'out', 'education', 'portal', 'wide', 'variety', 'of', 'learning', 'history', 'geography', 'world', 'including', 'rich', 'indigenous', 'component']",14,1,POSITIVE
check out historica canada education portal  it has a wide variety of learning resources k12 ranging from history and geography  canadian and world studies including a rich indigenous component ,"['check', 'out', 'education', 'portal', 'wide', 'variety', 'of', 'learning', 'history', 'geography', 'world', 'including', 'rich', 'indigenous', 'component']",14,1,POSITIVE
copland200 scotgp patrickharvie it was trialled in canada and the us in the 1970s to positive results there have been positive results of health and education outcomes in india and kenya there is demonstrable evidence that it increases happiness and decreases anxiety in every country its been trialled in,"['in', 'the', 'to', 'positive', 'have', 'of', 'health', 'education', 'evidence', 'happiness', 'anxiety', 'every', 'country']",17,2,POSITIVE
check out historica canada education portal  it has a wide variety of learning resources k12 ranging from history and geography  canadian and world studies including a rich indigenous component ,"['check', 'out', 'education', 'portal', 'wide', 'variety', 'of', 'learning', 'history', 'geography', 'world', 'including', 'rich', 'indigenous', 'component']",14,1,POSITIVE
congratulations to our money makes cents team for placing 2nd in the cwb financial education challenge at the enactuscanada central regional exposition enactusdc dcproud enactus impact weallwin,"['congratulations', 'to', 'money', 'team', 'for', 'in', 'the', 'financial', 'education', 'challenge', 'central', 'regional', 'impact']",14,0,POSITIVE
congratulations to our money makes cents team for placing 2nd in the cwb financial education challenge at the enactuscanada central regional exposition enactusdc dcproud enactus impact weallwin,"['congratulations', 'to', 'money', 'team', 'for', 'in', 'the', 'financial', 'education', 'challenge', 'central', 'regional', 'impact']",14,0,POSITIVE
congratulations to our money makes cents team for placing 2nd in the cwb financial education challenge at the enactuscanada central regional exposition enactusdc dcproud enactus impact weallwin,"['congratulations', 'to', 'money', 'team', 'for', 'in', 'the', 'financial', 'education', 'challenge', 'central', 'regional', 'impact']",14,0,POSITIVE
peis most vulnerable students will be supported amid covid19 education minister says  pei ,"['vulnerable', 'amid', 'education', 'minister']",2,2,NEUTRAL
check out historica canada education portal  it has a wide variety of learning resources k12 ranging from history and geography  canadian and world studies including a rich indigenous component ,"['check', 'out', 'education', 'portal', 'wide', 'variety', 'of', 'learning', 'history', 'geography', 'world', 'including', 'rich', 'indigenous', 'component']",14,1,POSITIVE
canadianpm paulatics this is a great start as is the student loan deferral what about the graduates of 2020 thousands graduating with engineering healthcare economics education etc degrees with few job prospects they are not eligible for canada summer program rosiebarton vassykapelos,"['great', 'start', 'the', 'student', 'loan', 'of', 'engineering', 'healthcare', 'economics', 'education', 'few', 'job', 'are', 'eligible', 'for', 'summer', 'program']",16,2,POSITIVE
check out historica canada education portal  it has a wide variety of learning resources k12 ranging from history and geography  canadian and world studies including a rich indigenous component httpstco7dr33nixtm,"['check', 'out', 'education', 'portal', 'wide', 'variety', 'of', 'learning', 'history', 'geography', 'world', 'including', 'rich', 'indigenous', 'component']",14,1,POSITIVE
mariogt500 cphocanada how idioticonly last week did research show how many asymptomatic people there werethat is the only reason to wear a mask  to protect others from your germsthey will not protect you from covidthe least educated often mock those v superior in educationknowledge,"['last', 'week', 'research', 'show', 'many', 'people', 'the', 'only', 'reason', 'to', 'wear', 'mask', 'protect', 'others', 'least', 'educated', 'often', 'mock', 'those', 'superior', 'in']",18,5,POSITIVE
americaworkstogether to remove the liar the misleading arrogant ignorant pos potus the man who needs a slap in the face and a desperate need to repeat 12 years of basic education,"['to', 'remove', 'the', 'liar', 'misleading', 'arrogant', 'ignorant', 'man', 'slap', 'in', 'face', 'desperate', 'need', 'repeat', 'of', 'basic', 'education']",13,8,POSITIVE
nearly 100 folx watched my defense  in the us from ak to de internationally from aotearoa to canada even the netherlands my desire is for it to be useful please feel free to use any or all missionization education colonization amp healing ,"['defense', 'in', 'the', 'to', 'internationally', 'desire', 'for', 'useful', 'please', 'feel', 'free', 'use', 'all', 'education', 'colonization']",16,3,POSITIVE
phe canada has developed wonderful practical amp fun activities  selfcare strategies for you activities are organized into three themes  physical education healthy eating and emotional wellbeing  across three grade ranges  k3 46 and 712 httpstcoztwns2lfhf httpstco3pphqx4g2h,"['developed', 'wonderful', 'practical', 'fun', 'for', 'are', 'organized', 'three', 'physical', 'education', 'healthy', 'emotional', 'wellbeing', 'grade']",12,3,POSITIVE
back to school on line in ontario google live meeting video with classmates amp teachers ontario socialdistancing canada school education videoconferencing stayhomecanada computers laptop technology httpstcopvyrf3rx2e,"['back', 'to', 'school', 'line', 'in', 'live', 'meeting', 'video', 'education', 'laptop', 'technology']",12,0,POSITIVE
jptasker cbcnews this is a great start but what about students graduating at the end of the month with engineering nursing education economic etc degrees they are not covered under cerb or canada summer job program rosiebarton vassykapelos cochranecbc,"['great', 'start', 'the', 'end', 'of', 'month', 'engineering', 'nursing', 'education', 'economic', 'are', 'summer', 'job', 'program']",13,2,POSITIVE
technical instructor  education programs amazon web services canada in toronto ontario apply here cfmjobs hiring hiringnow nowhiring job jobs careers jobopening jobopenings jobhunting jobseekersshared courtesy  ,"['technical', 'instructor', 'education', 'amazon', 'web', 'in', 'apply', 'job', 'courtesy']",7,2,POSITIVE
nearly 100 folx watched my defense  in the us from ak to de internationally from aotearoa to canada even the netherlands my desire is for it to be useful please feel free to use any or all missionization education colonization amp healing ,"['defense', 'in', 'the', 'to', 'internationally', 'desire', 'for', 'useful', 'please', 'feel', 'free', 'use', 'all', 'education', 'colonization']",16,3,POSITIVE
in canada a middle class  low income canadian pays approx 30 of their income in tax get health care 18 months maternitypaternity leave and subsidized education americans pay similar tax where does your money go httpstcovik7my3yrk,"['in', 'middle', 'class', 'low', 'income', 'of', 'tax', 'get', 'health', 'care', 'leave', 'education', 'pay', 'similar', 'money', 'go']",15,4,POSITIVE
millions across canada are expected to access work education and gov services online while socialdistancing but many only have internet through cell phone data call on mobile providers to drop data caps to keepcanadaconnected  httpstcohohkow6ry6 via openmediaorg,"['are', 'to', 'access', 'work', 'education', 'online', 'many', 'only', 'have', 'internet', 'through', 'cell', 'phone', 'data', 'call', 'mobile', 'drop', 'via']",18,3,POSITIVE
northern lake adventures  the encounter  chapter 16  terrys story   httpstcodznqxgyuer via youtube  mikawoz  canadian author teacher fictionfantasy middleyears school education parenting preteens lakewinnipeg manitoba canada homeschooling esl eal,"['lake', 'the', 'encounter', 'chapter', 'story', 'via', 'youtube', 'author', 'teacher', 'school', 'education', 'parenting', 'esl']",13,0,POSITIVE
congratulations to our money makes cents team for placing 2nd in the cwb financial education challenge at the enactuscanada central regional exposition enactusdc dcproud enactus impact weallwin,"['congratulations', 'to', 'money', 'team', 'for', 'in', 'the', 'financial', 'education', 'challenge', 'central', 'regional', 'impact']",14,0,POSITIVE
team players wanted canarie works with partners in higher education government and the private sector to build a strong digital canada check out the available opportunities here  ,"['team', 'wanted', 'in', 'higher', 'education', 'government', 'the', 'private', 'sector', 'to', 'build', 'strong', 'digital', 'check', 'out', 'available']",15,2,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
technical instructor  education programs amazon web services canada in toronto ontario apply here cfmjobs hiring hiringnow nowhiring job jobs careers jobopening jobopenings jobhunting jobseekersshared courtesy  ,"['technical', 'instructor', 'education', 'amazon', 'web', 'in', 'apply', 'job', 'courtesy']",7,2,POSITIVE
pamshaw2 picardonhealth cphocanada its not rocket science they could have done basic education and false sense of security  they kept telling us the risk was low and that asymptomatic transmission was not possible etc until a couple of weeks ago when they did a 180 into full panic mode,"['rocket', 'science', 'have', 'basic', 'education', 'sense', 'of', 'security', 'telling', 'the', 'risk', 'low', 'transmission', 'possible', 'couple', 'ago', 'full', 'panic', 'mode']",14,6,POSITIVE
brycemcrae ill never understand how any canadian can criticize socialized healthcare more public funding for education and ensuring the united states has a strong social safety net for the most vulnerable these are things we in canada rely on each and everyday,"['ill', 'understand', 'criticize', 'healthcare', 'public', 'funding', 'for', 'education', 'the', 'strong', 'social', 'safety', 'net', 'vulnerable', 'are', 'in', 'rely', 'each', 'everyday']",14,7,POSITIVE
jptasker cbcnews this is a great start but what about students graduating at the end of the month with engineering nursing education economic etc degrees they are not covered under cerb or canada summer job program rosiebarton vassykapelos cochranecbc,"['great', 'start', 'the', 'end', 'of', 'month', 'engineering', 'nursing', 'education', 'economic', 'are', 'summer', 'job', 'program']",13,2,POSITIVE
